Descriptores,1993|T1,1993|T2,1993|T3,1993|T4,1993|6 Meses,1993|9 Meses,1993|Anual,1994|T1,1994|T2,1994|T3,1994|T4,1994|6 Meses,1994|9 Meses,1994|Anual,1995|T1,1995|T2,1995|T3,1995|T4,1995|6 Meses,1995|9 Meses,1995|Anual,1996|T1,1996|T2,1996|T3,1996|T4,1996|6 Meses,1996|9 Meses,1996|Anual,1997|T1,1997|T2,1997|T3,1997|T4,1997|6 Meses,1997|9 Meses,1997|Anual,1998|T1,1998|T2,1998|T3,1998|T4,1998|6 Meses,1998|9 Meses,1998|Anual,1999|T1,1999|T2,1999|T3,1999|T4,1999|6 Meses,1999|9 Meses,1999|Anual,2000|T1,2000|T2,2000|T3,2000|T4,2000|6 Meses,2000|9 Meses,2000|Anual,2001|T1,2001|T2,2001|T3,2001|T4,2001|6 Meses,2001|9 Meses,2001|Anual,2002|T1,2002|T2,2002|T3,2002|T4,2002|6 Meses,2002|9 Meses,2002|Anual,2003|T1,2003|T2,2003|T3,2003|T4,2003|6 Meses,2003|9 Meses,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|6 Meses,2004|9 Meses,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|6 Meses,2005|9 Meses,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|6 Meses,2006|9 Meses,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|6 Meses,2007|9 Meses,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|6 Meses,2008|9 Meses,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|6 Meses,2009|9 Meses,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|6 Meses,2010|9 Meses,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|6 Meses,2011|9 Meses,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|6 Meses,2012|9 Meses,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|6 Meses,2013|9 Meses,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|6 Meses,2014|9 Meses,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|6 Meses,2015|9 Meses,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|6 Meses,2016|9 Meses,2016|Anual,2017|T1,2017|T2,2017|T3,2017|T4,2017|6 Meses,2017|9 Meses,2017|Anual,2018|T1,2018|T2,2018|T3,2018|T4,2018|6 Meses,2018|9 Meses,2018|Anual,2019|T1,2019|T2,2019|T3,2019|T4,2019|6 Meses,2019|9 Meses,2019|Anual,2020|T1<P>,2020|T2<P>,2020|T3<P>,2020|T4<P>,2020|6 Meses<P>,2020|9 Meses<P>,2020|Anual<P>,2021|T1<P>,2021|T2<P>,2021|T3<P>,2021|T4<P>,2021|6 Meses<P>,2021|9 Meses<P>,2021|Anual<P>,2022|T1<R>,2022|T2<P>,2022|T3,2022|T4,2022|6 Meses,2022|9 Meses,2022|Anual
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir",NA,NA,NA,NA,NA,NA,NA,-5.265,2.639,0.831,14.605,-1.246,-0.508,3.159,7.48,-12.352,-5.263,-8.898,-2.999,-3.815,-5.185,-2.871,9.404,9.36,13.213,2.99,5.25,7.313,8.736,18.183,6.353,7.424,13.528,10.882,9.938,7.187,0.143,2.53,0.182,3.468,3.136,2.347,-1.107,-2.777,-6.969,-11.511,-1.96,-3.721,-5.757,-4.435,-2.105,5.474,0.049,-3.254,-0.289,-0.206,-10.384,-16.619,-18.819,-12.051,-13.581,-15.464,-14.624,-5.592,7.624,-5.717,-11.287,0.947,-1.352,-3.87,-14.881,-23.79,-9,5.123,-19.581,-16.091,-11.13,26.039,15.897,4.068,-13.832,20.969,14.924,6.969,-12.521,-2.398,-4.491,6.655,-7.673,-6.642,-3.679,0.204,-3.327,9.388,5.76,-1.584,2.051,2.967,5.635,6.243,-3.706,3.988,5.937,2.512,2.886,-10.705,-5.833,-5.711,-6.885,-8.275,-7.42,-7.283,-10.344,-18.084,-4.512,-1.251,-14.307,-10.979,-8.476,7.851,14.776,-3.827,-2.985,11.241,5.749,3.325,-3.079,-8.117,5.371,-2.932,-5.624,-1.979,-2.227,1.322,3.018,1.962,0.053,2.156,2.087,1.561,0.427,7.695,-0.622,-5.231,4.03,2.375,0.436,8.396,-0.313,3.727,14.47,3.926,3.857,6.41,3.258,12.157,5.492,3.404,7.64,6.899,5.995,12.943,3.96,-0.056,-0.802,8.334,5.477,3.892,-15.502,-14.428,-7.876,-2.356,-14.973,-12.683,-10.194,4.406,8.312,11.165,7.222,6.342,7.983,7.784,3.634,-3.6,-7.405,-8.033,-0.017,-2.606,-4.02,-2.803,-41.621,-7.483,-2.921,-21.691,-16.957,-13.451,0.276,61.106,2.722,-2.249,22.341,15.059,10.21,-4.452,-6.209,,,-5.291,,
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir|3141---Confección de alfombras, blancos y similares",NA,NA,NA,NA,NA,NA,NA,-9.16,-7.91,0.387,2.317,-8.511,-5.657,-3.403,14.682,-6.634,-2.376,10.491,3.552,1.529,4.212,-0.679,16.196,13.588,4.738,7.265,9.34,7.879,8.616,20.923,31.04,6.221,14.892,20.397,16.029,12.309,3.499,1.056,10.552,7.581,5.159,6.68,2.507,11.62,14.467,-2.901,7.212,9.799,6.087,21.048,16.414,9.045,2.154,18.557,15.021,11.578,-2.29,-19.184,-19.271,-7.824,-11.208,-14.05,-12.525,-3.031,22.107,0.553,-10.054,9.047,6.235,2.03,-17.256,-24.977,-8.927,5.788,-21.41,-17.499,-12.199,26.596,1.173,-0.365,-3.829,13.539,8.73,5.287,-5.516,4.207,0.243,2.541,-1.066,-0.651,0.148,0.284,2.832,7.54,-0.388,1.512,3.44,2.458,-5.906,-1.633,1.839,2.515,-3.82,-1.938,-0.828,-9.373,-3.498,-12.095,-8.087,-6.439,-8.392,-8.313,-15.374,-23.6,-6.996,-3.283,-19.611,-15.431,-12.293,5.34,16.999,4.235,-0.536,11.048,8.565,5.972,-5.833,-17.422,-12.408,-9.283,-11.811,-12.02,-11.288,-4.76,-1.836,-6.312,-5.243,-3.348,-4.38,-4.616,6.137,10.938,14.666,0.369,8.492,10.599,7.82,10.923,6.024,6.45,26.365,8.466,7.753,12.459,0.503,11.098,7.748,6.668,5.697,6.414,6.486,19.735,6.037,0.906,5.138,12.676,8.51,7.55,-11.409,-11.854,-4.078,-2.32,-11.625,-9.141,-7.243,4.557,9.721,6.338,7.874,7.055,6.806,7.119,6.648,1.307,2.25,-5.559,4,3.395,0.753,-3.602,-60.388,4.67,5.957,-31.025,-18.814,-11.963,14.349,175.905,-2.904,-9.31,59.156,31.783,18.104,-9.981,-14.213,,,-12.016,,
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir|3149---Fabricación de otros productos textiles, excepto prendas de vestir",NA,NA,NA,NA,NA,NA,NA,-4.184,5.723,0.935,18.895,0.824,0.864,5.033,5.587,-13.808,-5.936,-14.724,-4.694,-5.147,-7.654,-3.498,7.53,8.337,16.513,1.789,4.159,7.145,8.771,17.367,0.09,7.845,13.124,8.217,8.119,5.683,-0.888,3.019,-3.393,2.231,2.505,0.959,-2.234,-7.395,-13.953,-14.908,-4.863,-8.044,-9.766,-12.77,-9.266,3.926,-0.898,-11.033,-6.134,-4.896,-14.058,-15.346,-18.614,-14.012,-14.709,-16.125,-15.604,-6.913,0.764,-8.546,-11.901,-3.06,-4.99,-6.725,-13.604,-23.109,-9.036,4.786,-18.562,-15.337,-10.563,25.752,24.143,6.269,-18.961,24.959,18.159,7.843,-16.151,-5.413,-6.695,9.157,-10.897,-9.522,-5.621,0.157,-6.424,10.312,9.274,-3.262,1.319,3.24,12.384,10.594,-6.41,4.755,11.485,4.91,4.871,-11.357,-6.981,-2.324,-6.273,-9.176,-6.93,-6.762,-7.826,-15.272,-3.326,-0.234,-11.627,-8.772,-6.58,9.005,13.754,-7.531,-4.172,11.33,4.455,2.09,-1.856,-3.718,14.579,0.264,-2.787,2.817,2.16,3.914,4.986,5.238,2.464,4.445,4.73,4.158,-1.803,6.465,-6.01,-7.588,2.313,-0.694,-2.407,7.33,-2.816,2.556,9.031,2.073,2.238,3.836,4.46,12.614,4.486,1.675,8.482,7.111,5.768,10.092,3.076,-0.499,-4.104,6.499,4.157,2.196,-17.37,-15.554,-9.649,-2.378,-16.47,-14.29,-11.635,4.332,7.669,13.557,6.825,6.004,8.549,8.125,2.156,-5.883,-11.885,-9.557,-1.935,-5.443,-6.444,-2.394,-32.22,-14.027,-8.63,-16.962,-15.997,-14.265,-6.841,27.498,6.41,3.017,6.849,6.702,5.778,-1.019,-1.138,,,-1.076,,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir,NA,NA,NA,NA,NA,NA,NA,-6.091,2.412,-0.548,8.976,-1.7,-1.32,1.321,3.235,-14.711,-5.552,-4.421,-6.419,-6.131,-5.659,2.241,13.521,9.401,9.614,7.772,8.316,8.679,1.958,13.481,9.266,0.219,7.909,8.367,6.07,4.112,-2.924,6.431,3.604,0.291,2.381,2.707,-0.454,5.95,3.486,-0.596,2.913,3.116,2.118,12.017,6.371,0.98,-0.345,8.961,6.126,4.434,1.572,-0.608,-8.529,-7.579,0.421,-2.604,-3.846,-15.783,-13.133,-10.579,-6.112,-14.397,-13.185,-11.489,-3.069,-8.955,-2.859,-3.352,-6.193,-5.103,-4.657,2.422,2.366,5.191,2.201,2.393,3.329,3.038,-5.887,-3.282,-5.102,-7.186,-4.546,-4.735,-5.362,3.744,-3.279,0.801,1.229,0.08,0.324,0.551,-0.54,-3.414,-1.677,-5.458,-1.989,-1.882,-2.786,-2.17,8.096,2.619,7.899,2.931,2.824,4.071,2.817,-3.394,-0.692,-1.45,-0.424,-0.516,-0.754,-2.984,0.128,-0.541,-0.163,-1.409,-1.113,-0.873,-2.341,-4.17,-3.964,0.361,-3.282,-3.515,-2.528,0.876,-5.388,2.112,1.181,-2.315,-0.807,-0.285,-3.608,7.888,5.125,4.448,2.064,3.138,3.486,9.763,-1.927,-1.578,-2.967,3.666,1.791,0.513,-1.416,3.855,6.877,7.691,1.185,3.153,4.33,1.702,3.423,-5.252,-3.508,2.574,-0.229,-1.107,2.744,0.08,0.187,-0.933,1.384,0.977,0.478,-1.646,3.442,1.362,2.602,0.919,1.068,1.463,-1.549,-5.972,-0.539,-5.064,-3.834,-2.719,-3.33,-4.662,-69.319,-33.928,-24.655,-37.325,-36.149,-33.21,-21.431,170.198,26.231,21.056,25.96,26.057,24.614,18.543,7.695,,,12.788,,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir|3151---Fabricación de prendas de vestir de tejido de punto,NA,NA,NA,NA,NA,NA,NA,-0.957,0.156,-1.686,-5.186,-0.378,-0.827,-1.869,-7.856,-22.515,4.541,12.516,-15.518,-8.699,-3.799,27.323,25.989,1.865,-1.45,26.683,17.022,12.033,-7.177,6.6,-2.016,-6.427,-0.608,-1.085,-2.355,0.998,-2.351,3.805,3.09,-0.715,0.802,1.323,-7.226,2.241,-2.073,-7.229,-2.464,-2.329,-3.464,5.874,2.377,-5.133,-1.448,4.03,0.854,0.342,-7.514,-11.986,-2.847,-13.446,-9.834,-7.557,-8.844,-14.399,-1.513,-11.093,-8.269,-7.873,-8.976,-8.829,-4.273,-11.852,-0.633,15.315,-8.377,-5.785,-1.378,-7.753,1.021,-3.023,-9.389,-3.183,-3.126,-4.656,-12.339,-12.263,-6.841,4.35,-12.298,-10.37,-6.953,17.103,6.049,-0.492,1.269,11.093,6.839,5.389,6.602,1.819,1.172,4.009,4.119,3.111,3.336,-9.185,0.965,-2.286,-4.877,-4.033,-3.447,-3.807,5.852,2.627,9.871,10.55,4.13,6.08,7.193,9.444,2.515,-4.095,-2.575,5.797,2.317,1.061,-12.349,-8.099,-8.126,-6.951,-10.182,-9.504,-8.872,-6.346,-11.836,3.788,1.001,-9.21,-4.859,-3.378,6.559,16.975,3.346,-0.581,11.837,8.736,6.275,-1.645,-14.143,-12.914,-13.922,-8.269,-9.881,-10.88,-3.918,3.164,4.746,7.101,-0.405,1.323,2.702,-5.939,-3.373,-8.577,-2.111,-4.62,-5.992,-5.026,4.271,3.327,11.881,9.536,3.779,6.511,7.287,2.595,11.93,3.909,6.666,7.433,6.185,6.311,3.973,-2.361,10.191,3.7,0.553,3.894,3.843,0.235,-82.194,-31.932,-24.869,-42.984,-38.921,-35.233,-3.123,454.162,34.687,22.677,71.755,56.57,46.25,3.474,-3.265,,,-0.086,,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir|3152---Confección de prendas de vestir,NA,NA,NA,NA,NA,NA,NA,-6.929,2.771,-0.398,11.076,-1.932,-1.431,1.816,5.123,-13.514,-7.421,-6.613,-4.938,-5.758,-6,-1.51,11.834,11.059,11.366,5.044,6.994,8.224,3.672,14.389,11.053,0.905,9.276,9.874,7.277,4.447,-3.062,6.88,3.731,0.337,2.563,2.881,0.679,6.511,4.333,0.164,3.763,3.965,2.922,12.998,6.889,1.829,-0.293,9.682,6.888,4.969,2.849,0.905,-9.404,-6.971,1.821,-1.983,-3.249,-16.047,-14.754,-10.797,-6.081,-15.369,-13.937,-12.02,-3.275,-8.872,-3.452,-5.673,-6.23,-5.328,-5.418,3.375,2.177,6.099,3.56,2.761,3.866,3.787,-5.16,-1.792,-4.591,-8.566,-3.442,-3.83,-5.058,1.863,-4.664,0.922,1.089,-1.524,-0.704,-0.256,-1.552,-4.343,-2.191,-6.719,-2.954,-2.694,-3.713,-1.333,9.181,3.519,10.009,3.874,3.752,5.286,2.661,-3.977,-2.1,-3.008,-0.795,-1.241,-1.693,-4.727,-0.503,-0.438,-0.401,-2.599,-1.866,-1.496,-1.167,-4.162,-3.59,1.163,-2.709,-3.012,-1.945,1.295,-4.588,1.22,0.756,-1.688,-0.693,-0.311,-4.949,6.182,5.362,5.065,0.528,2.213,2.973,11.482,0.22,-0.014,-1.551,5.629,3.602,2.201,-1.431,3.667,6.998,7.748,1.083,3.134,4.342,2.696,4.137,-4.743,-3.786,3.424,0.486,-0.669,2.55,-0.421,-1.349,-2.234,1.037,0.223,-0.42,-1.983,2.616,1.363,2.311,0.325,0.673,1.095,-1.84,-6.072,-1.94,-5.928,-4.012,-3.312,-3.993,-5.541,-66.973,-34.453,-24.891,-36.398,-35.731,-32.967,-24.276,142.308,24.53,20.408,19.174,21.046,20.864,21.096,9.367,,,14.876,,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir|3159---Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte,NA,NA,NA,NA,NA,NA,NA,-5.233,2.721,1.05,8.631,-0.923,-0.211,1.962,2.922,-13.259,-0.588,-2.078,-6.169,-4.13,-3.593,3.223,10.408,2.92,6.784,6.955,5.426,5.787,3.644,20.94,16.51,8.954,12.918,14.247,12.826,12.35,-0.98,5.139,1.168,4.695,4.862,3.905,-0.697,5.772,3.364,1.881,2.817,3.024,2.736,10.492,8.432,1.711,2.595,9.341,6.445,5.482,2.693,1.393,-4.415,-5.4,1.973,-0.344,-1.574,-12.398,-5.18,-1.261,1.279,-8.421,-5.931,-4.244,10.755,1.257,5.158,10.449,5.336,5.271,6.552,14.77,13.01,12.89,5.219,13.805,13.471,11.355,-5.19,-10.985,-12.075,-4.025,-8.345,-9.699,-8.324,17.01,4.695,2.086,5.01,10.497,7.526,6.887,2.832,2.827,2.306,-3.645,2.83,2.654,1.084,0.35,6.087,-3.731,-0.249,3.225,0.9,0.627,-2.532,-8.396,1.606,1.389,-5.552,-3.269,-2.172,1.245,7.996,9.994,15.547,4.617,6.418,8.646,4.595,9.233,0.603,4.832,6.986,4.776,4.79,12.677,-3.585,17.641,11.382,4.117,8.613,9.332,-1.048,19.515,5.096,4.668,8.976,7.579,6.809,6.026,-10.143,-3.391,-5.467,-2.618,-2.89,-3.558,5.06,9.472,9.353,7.781,7.236,7.977,7.927,-0.491,5.322,-8.074,-0.615,2.436,-1.289,-1.118,3.406,2.863,6.292,3.374,3.125,4.17,3.967,-4.004,0.657,-4.59,-1.04,-1.597,-2.605,-2.208,-8.282,-12.745,0.979,-9.281,-10.64,-6.806,-7.442,1.801,-83.207,-28.99,-19.039,-42.05,-37.381,-32.767,-10.646,494.921,35.081,29.485,64.929,52.829,45.758,16.533,9.106,,,12.528,,
"Actividades secundarias|31-33---Industrias manufactureras|316---Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",NA,NA,NA,NA,NA,NA,NA,-1.882,5.65,-4.627,-7.284,1.788,-0.372,-2.098,-7.376,-25.758,-12.509,-10.22,-16.671,-15.33,-14.121,-0.014,21.143,6.616,9.439,9.518,8.552,8.771,8.221,12.033,9.956,5.404,10.121,10.067,8.907,3.667,-5.151,-5.844,-3.468,-0.804,-2.45,-2.695,-5.125,4.796,3.592,-0.265,-0.315,0.917,0.635,4.199,-1.671,-2.625,-8.256,1.208,-0.033,-1.98,-9.036,-12.613,-11.206,-5.574,-10.807,-10.933,-9.746,-11.981,-4.85,-4.519,-1.733,-8.521,-7.263,-5.981,-1.583,-5.726,-4.155,-2.986,-3.674,-3.83,-3.625,-2.528,-3.265,4.501,2.829,-2.892,-0.507,0.307,-3.829,7.156,2.253,4.702,1.575,1.805,2.529,9.382,-0.718,2.332,-2.162,4.14,3.525,2.072,-6.43,-3.095,-1.662,-5.129,-4.78,-3.731,-4.073,-4.503,-4.963,-8.274,-6.983,-4.735,-5.951,-6.201,-11.89,-8.382,-4.014,2.433,-10.128,-8.079,-5.555,12.245,10.38,5.315,-0.973,11.29,9.199,6.551,-3.583,-4.944,-3.555,-2.569,-4.274,-4.032,-3.678,4.782,0.457,1.27,1.466,2.601,2.149,1.982,-5.33,2.196,-1.291,1.222,-1.614,-1.505,-0.841,0.07,-3.314,4.073,3.146,-1.666,0.268,0.984,0.398,3.983,-1.453,-0.918,2.206,0.927,0.458,-1.782,0.279,-4.295,-5.171,-0.724,-1.944,-2.752,2.764,-5.005,-0.22,0.444,-1.263,-0.915,-0.583,-8.689,3.965,0.449,-0.821,-2.379,-1.43,-1.28,0.303,-7.588,-4.498,-3.544,-3.888,-4.096,-3.96,-5.945,-74.181,-29.626,-19.902,-40.787,-36.985,-32.732,-15.64,201.99,12.234,-1.182,32.813,24.985,17.228,6.685,4.257,,,5.456,,
"Actividades secundarias|31-33---Industrias manufactureras|316---Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos|3161---Curtido y acabado de cuero y piel",NA,NA,NA,NA,NA,NA,NA,-5.07,13.138,-2.53,-5.653,3.705,1.479,-0.292,-2.327,-19.593,-6.246,3.107,-11.405,-9.636,-6.642,17.944,18.989,17.364,11.959,18.443,18.059,16.476,6.648,19.528,10.881,0.981,12.822,12.136,9.353,13.014,-0.927,3.34,8.799,5.934,5.027,5.896,-5.353,2.786,5.445,4.716,-1.487,0.898,1.802,-14.238,-11.38,-10.918,-11.17,-12.822,-12.137,-11.902,2.898,-7.046,-9.068,-4.903,-2.111,-4.647,-4.71,-18.968,-6.174,9.929,6.363,-12.848,-4.93,-2.163,13.559,1.938,-13.082,-4.263,7.574,-0.729,-1.67,-7.18,-2.775,7.734,-8.66,-5.03,-0.538,-2.644,-3.7,3.387,-10.533,11.093,-0.159,-4.114,-0.414,9.848,2.184,0.146,-7.497,5.883,3.842,0.765,-10.551,1.853,4.981,3.196,-4.358,-1.154,-0.07,8.964,4.872,-6.905,-8.636,6.788,1.799,-0.886,-20.884,-21.944,-7.364,1.989,-21.438,-16.749,-12.304,21.294,10.944,-6.859,-15.258,15.924,7.478,1.207,-8.622,-4.09,8.729,7.168,-6.372,-1.52,0.486,15.437,11.904,-3.963,-3.554,13.64,7.396,4.698,-11.015,3.15,5.685,19.007,-3.92,-0.874,3.637,10.052,-4.013,3.657,-1.19,2.489,2.884,1.822,1.206,7.69,0.37,1.608,4.471,3.074,2.703,2.164,-0.226,0.088,-8.749,0.924,0.647,-1.704,-2.397,-2.619,-2.976,-0.23,-2.511,-2.664,-2.099,-4.54,3.161,-3.184,4.276,-0.592,-1.445,-0.091,4.052,-3.546,5.493,-2.506,0.01,1.782,0.722,-4.269,-71.925,-24.423,-16.153,-38.981,-34.106,-29.814,-11.655,203.956,21.909,5.156,39.243,32.585,24.751,11.928,8.963,,,10.4,,
"Actividades secundarias|31-33---Industrias manufactureras|316---Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos|3162---Fabricación de calzado",NA,NA,NA,NA,NA,NA,NA,-1.359,7.028,-9.875,-10.114,2.706,-1.641,-3.721,-8.247,-29.457,-15.561,-9.478,-18.96,-17.884,-15.958,-5.159,18.875,6.348,6.859,5.408,5.714,5.997,10.706,14.815,13.031,9.955,12.744,12.838,12.12,3.331,-6.76,-8.967,-7.955,-1.764,-4.127,-5.061,-7.325,5.093,6.175,-0.423,-1.373,0.978,0.646,7.863,1.746,-0.309,-4.682,4.739,3.086,1.267,-9.612,-10.85,-9.28,-6.338,-10.226,-9.926,-9.136,-10.517,-6.498,-11.348,-3.322,-8.537,-9.434,-8.045,-5.167,-6.779,-2.923,-4.654,-5.979,-5.025,-4.936,0.846,-6.016,4.408,4.42,-2.581,-0.35,0.792,-5.128,10.998,1.948,0.074,2.641,2.409,1.83,9.409,-0.764,4.723,1.637,4.109,4.314,3.661,-5.504,-8.882,-4.751,-5.807,-7.182,-6.369,-6.235,-7.921,-1.816,-6.178,-6.411,-4.945,-5.364,-5.616,-5.269,-2.947,0.367,7.189,-4.099,-2.594,-0.264,12.196,11.045,7.272,-0.193,11.61,10.103,7.468,-3.855,-4.467,-5.853,-3.352,-4.165,-4.736,-4.407,1.136,-2.562,3.199,3.695,-0.733,0.582,1.33,-0.761,4.515,-1.393,0.374,1.857,0.742,0.651,-3.701,-4.436,3.14,3.041,-4.075,-1.652,-0.501,0.574,3.422,-1.727,-1.889,2.018,0.699,0.042,-2.321,-1.946,-5.491,-3.298,-2.128,-3.284,-3.287,2.663,-3.327,2.579,1.193,-0.422,0.586,0.737,-6.347,4.283,1.035,-1.708,-1.031,-0.323,-0.67,-1.844,-6.933,-6.156,-3.726,-4.525,-5.092,-4.754,-6.267,-75.909,-30.948,-22.09,-42.037,-38.231,-34.191,-16.198,208.325,7.679,-4.972,31.734,22.503,14.362,3.52,2.565,,,3.043,,
"Actividades secundarias|31-33---Industrias manufactureras|316---Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos|3169---Fabricación de otros productos de cuero, piel y materiales sucedáneos",NA,NA,NA,NA,NA,NA,NA,-1.642,-6.501,27.394,4.106,-4.087,4.464,4.367,-7.378,-12.691,-4.199,-23.144,-9.984,-8.068,-12.166,8.837,32.474,-2.247,18.714,20.082,12.374,13.883,-0.673,-4.308,-4.834,-9.143,-2.58,-3.257,-4.717,-4.364,-2.167,-1.152,5.936,-3.231,-2.617,-0.595,6.24,5.555,-11.564,-4.998,5.883,0.652,-0.772,8.03,-6.632,-2.831,-21.004,0.412,-0.442,-5.402,-16.754,-25.954,-25.989,-2.286,-21.198,-22.43,-18.372,-11.543,5.873,19.644,-4,-3.637,2.074,0.609,0.976,-8.498,4.029,7.697,-3.749,-1.513,0.607,-12.722,9.946,0.463,10.214,-1.974,-1.234,1.586,2.818,-5.442,23.036,18.405,-1.575,6.028,9.336,8.74,-3.731,-5.81,-11.056,2.368,-0.564,-3.6,-6.394,21.015,5.754,-10.918,6.775,6.428,1.796,-1.896,-27.052,-19.084,-7.576,-15.594,-16.772,-14.623,-31.861,-17.454,-21.96,-18.868,-25.081,-24.057,-22.744,0.296,5.512,11.574,15.778,3,5.891,8.517,6.62,-9.259,-5.148,-9.193,-1.814,-2.998,-4.754,13.346,3.846,-2.961,-4.414,8.682,4.638,2.192,-23.506,-14.234,-10.986,-16.97,-19.157,-16.525,-16.637,11.632,6.823,11.701,12.06,9.239,10.085,10.582,-2.057,1.4,-2.568,1.417,-0.375,-1.139,-0.487,-4.906,17.094,-3.468,-11.392,5.991,2.742,-0.933,12.85,-18.824,-14.252,-3.715,-4.481,-7.635,-6.723,-29.704,3.237,2.921,-3.241,-14.386,-9.201,-7.77,9.966,-19.996,-9.998,-4.15,-6.835,-7.909,-6.962,-6.971,-64.918,-30.079,-10.56,-34.874,-33.282,-27.387,-19.803,162.001,26.501,12.37,27.354,27.058,22.364,19.156,5.655,,,11.952,,
Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera,NA,NA,NA,NA,NA,NA,NA,-12.423,11.859,2.152,2.554,-2.005,-0.959,-0.176,-17.725,-22,4.857,2.869,-19.818,-13.412,-9.687,16.449,15.927,7.187,14.888,16.2,13.366,13.763,-8.298,18.578,21.145,6.994,4.476,9.431,8.79,18.208,-11.669,-1.051,4.657,2.091,1.057,1.989,6.411,0.132,3.62,-6.969,3.48,3.525,0.738,2.559,3.025,-0.143,6.003,2.769,1.83,2.854,-6.594,-12.909,-8.713,-12.907,-9.453,-9.219,-10.151,-22.211,-3.307,-9.018,-10.685,-13.979,-12.401,-11.981,-0.906,-3.729,-3.508,1.608,-2.288,-2.691,-1.622,-0.965,2.716,5.529,-2.008,0.81,2.356,1.235,0.386,3.853,-4.211,-3.697,2.09,-0.038,-0.948,6.593,-3.787,1.352,1.354,1.404,1.387,1.379,3.216,4.506,1.888,0.2,3.828,3.2,2.475,-8.381,-0.132,-8.34,-11.627,-4.443,-5.688,-7.091,-11.965,-10.511,-2.263,-0.669,-11.24,-8.454,-6.704,-4.894,7.214,-0.437,9.316,1.197,0.655,2.728,4.651,4.085,6.715,-1.857,4.349,5.125,3.347,5.952,9.667,13.084,23.118,7.927,9.643,12.901,7.28,-5.421,-3.833,-6.745,0.419,-1.04,-2.544,-4.225,1.383,-2.887,-3.895,-1.372,-1.878,-2.387,8.17,1.706,1.649,6.795,4.79,3.753,4.509,-2.194,-1.102,-0.264,-1.516,-1.64,-1.195,-1.276,6.239,2.388,4.801,-3.598,4.274,4.446,2.409,-0.647,-3.755,-1.358,-1.671,-2.204,-1.927,-1.866,-0.634,0.546,-1.564,3.139,-0.052,-0.55,0.331,-3.723,-30.869,-11.595,-0.628,-17.191,-15.366,-11.747,-2.908,49.323,22.308,7.29,18.725,19.945,16.446,6.588,-4.388,,,0.87,,
